BI_COMPOSITE_SNV_SBS1_P	BI_COMPOSITE_SNV_SBS2_P	BI_COMPOSITE_SNV_SBS3_P	BI_COMPOSITE_SNV_SBS4_P	BI_COMPOSITE_SNV_SBS5_P	BI_COMPOSITE_SNV_SBS6_S	BI_COMPOSITE_SNV_SBS7a_S	BI_COMPOSITE_SNV_SBS7b_S	BI_COMPOSITE_SNV_SBS7c_S	BI_COMPOSITE_SNV_SBS8_P	BI_COMPOSITE_SNV_SBS9_P	BI_COMPOSITE_SNV_SBS10a_S	BI_COMPOSITE_SNV_SBS11_S	BI_COMPOSITE_SNV_SBS12_P	BI_COMPOSITE_SNV_SBS13_P	BI_COMPOSITE_SNV_SBS14_S	BI_COMPOSITE_SNV_SBS15_S	BI_COMPOSITE_SNV_SBS16_P	BI_COMPOSITE_SNV_SBS17a_P	BI_COMPOSITE_SNV_SBS17b_P	BI_COMPOSITE_SNV_SBS18_P	BI_COMPOSITE_SNV_SBS19_P	BI_COMPOSITE_SNV_SBS21_S	BI_COMPOSITE_SNV_SBS22_P	BI_COMPOSITE_SNV_SBS26_S	BI_COMPOSITE_SNV_SBS28_P	BI_COMPOSITE_SNV_SBS30_P	BI_COMPOSITE_SNV_SBS33_P	BI_COMPOSITE_SNV_SBS35_P	BI_COMPOSITE_SNV_SBS36_P	BI_COMPOSITE_SNV_SBS37_P	BI_COMPOSITE_SNV_SBS38_S	BI_COMPOSITE_SNV_SBS39_P	BI_COMPOSITE_SNV_SBS40_P	BI_COMPOSITE_SNV_SBS60_P	BI_COMPOSITE_SNV_SBS55_S	BI_COMPOSITE_SNV_SBS44_S	BI_COMPOSITE_SNV_SBS61_S	BI_COMPOSITE_SNV_SBS62_S	BI_COMPOSITE_SNV_SBS63_S	BI_COMPOSITE_SNV_SBS64_P	BI_COMPOSITE_SNV_SBS65_S	BI_COMPOSITE_SNV_SBS66_S	BI_COMPOSITE_SNV_SBS67_S	BI_COMPOSITE_SNV_SBS68_P	BI_COMPOSITE_SNV_SBS69_P	BI_COMPOSITE_SNV_SBS70_P	BI_COMPOSITE_SNV_SBS71_P	BI_COMPOSITE_SNV_SBS72_P	BI_COMPOSITE_SNV_SBS73_S	BI_COMPOSITE_SNV_SBS74_S	BI_COMPOSITE_SNV_SBS75_S	BI_COMPOSITE_SNV_SBS76_S	BI_COMPOSITE_SNV_SBS77_P	BI_COMPOSITE_SNV_SBS78_S	BI_COMPOSITE_SNV_SBS79_S	BI_COMPOSITE_SNV_SBS80_P	BI_COMPOSITE_SNV_SBS81_P	BI_COMPOSITE_SNV_SBS82_P	BI_COMPOSITE_SNV_SBS83_P	feature
5.40E-05	7.61E-06	0	0.000625326	0.000605467	0	2.59E-06	8.01E-167	2.16E-05	0.000389807	3.72E-05	4.97E-06	3.77E-06	0	3.07E-06	1.97E-05	0	8.33E-05	2.73E-05	7.43E-06	0.000339016	0	0	7.56E-06	4.53E-05	7.48E-05	0	0	0	6.84E-05	0.000169389	3.99E-05	2.77E-05	8.63E-05	0	6.39E-05	2.15E-05	8.66E-06	0	1.21E-05	0	6.19E-06	1.68E-06	6.56E-06	0	0.00010693	0.000632537	0	0	1.85E-05	1.64E-05	1.68E-05	7.19E-05	4.14E-05	1.67E-76	0	0	0	0.000842707	5.74E-30	C>A_at_AACGG
0.000253528	2.17E-05	0	0.000940799	0.001187227	0	0	1.77E-102	3.83E-05	0.000926214	4.01E-05	6.03E-05	1.67E-05	0	9.47E-06	2.97E-05	0	0	0.000124931	0	0.000281745	0.000184222	6.49E-05	0	2.31E-05	1.55E-05	0	0	0	0.000289235	0.000692034	0	0.000182187	0.000185495	0	2.51E-23	0	1.41E-05	1.76E-06	3.24E-05	0	6.56E-06	0	3.95E-05	0	8.57E-05	0.000537689	0	0	6.04E-168	3.54E-05	1.57E-05	0.000162263	1.27E-25	3.04E-05	7.11E-05	0.000541784	0.008675993	0.00085988	0	C>A_at_AACGT
0.000372692	7.62E-05	1.60E-18	0.002255518	0.00264523	0.000228338	7.45E-05	0.000105859	0.000582583	0.005271149	0.000526495	0.001022619	5.99E-05	0.000128864	6.76E-06	0.002871312	6.97E-20	0.000264625	0.000181314	0.000142282	0.002323613	0	0.000442998	0.000182739	9.02E-05	0.000189502	0	0	0.000860203	0.001785963	0	1.98E-263	0.000672083	0.000672682	0	0	1.97E-229	0.00079681	2.09E-05	0.002468267	0.001087667	2.86E-05	0.000345636	1.32E-82	0.000387688	0.000918205	0.001926165	0.001277999	0.000281444	6.4408200330224e-311	4.93E-96	0.000154959	0.000407609	0.000225727	0	9.23E-57	0.00592607	5.77E-34	0	0	C>A_at_AACTA
0.000112079	0	0.001608583	0.001455934	0.000705582	2.41E-72	2.28E-05	4.37E-05	9.17E-193	0.003942261	3.21E-05	0.000740635	8.18E-05	0.000204272	0	0.003065827	0.000316037	0.000258561	0.000294722	8.30E-05	0.003658685	0.000370769	0.000242592	8.89E-05	4.61E-05	7.23E-05	0	0.000473366	0.000274552	0.001052357	0	0	0.000862273	0.001198167	0	0	0.000143802	0.000515657	0.000126829	0.001803801	0.000557919	3.71E-05	0.000247481	3.41E-05	0.00045489	0.000228104	0.001167998	0.000269887	0.000269318	0	4.04E-05	0.000458414	0.0003424	2.62E-24	0.000120005	1.06E-05	0	0	0	0	C>A_at_AACTC
0.000489029	4.79E-05	0.001199911	0.002708671	0.001682723	0.000172641	2.07E-05	3.74E-05	0.000349756	0.003144778	0.000601987	0.000437567	5.33E-05	0.000331752	2.15E-05	0.004785782	0.00028894	0.000708042	0.000541768	9.96E-06	0.002416499	0	0.00026553	0.00026262	0.000146359	0.00012106	0.000731711	0	0.000590098	0.001244927	0.000532939	6.88E-208	0.000499622	0.001956822	0	2.69E-282	0	0.000535434	6.47E-05	0.001552486	0.000603576	4.59E-05	3.73E-10	6.01E-05	0	0.000910555	0.001134444	0	2.08E-12	0	7.59E-88	0.000162646	0.000531432	0.000374901	2.8221029690452e-320	0	0	0	0	0	C>A_at_AACTG
0.000914303	0.000114954	0.001567023	0.001684086	0.001672195	0.00013735	3.95E-05	5.91E-05	0.000213213	0.011937984	0.000543281	0.00162952	0.00016605	0.00019875	0	0.003415661	0.000167322	0.000842018	0	0.000322149	0.005200791	1.53E-11	1.06E-27	0	5.42E-05	0.000398069	0	0	0.000700492	0.003142594	0.001193271	0.000133694	0.00217783	0.000273984	0	0	0.000106353	0.001118635	0.000234771	0.003178973	0.001038723	0.000127012	0.00029088	1.01E-144	0.000713531	0.000405276	0.00181867	0.001335269	0.000604785	2.54E-288	0.000263206	0.000533808	0.000537124	0	0	9.33E-270	1.86E-05	0	0	0	C>A_at_AACTT
0.001215038	1.35E-09	0.001142585	0.004519102	0.002264475	5.07E-05	4.53E-05	9.87E-05	0.00013343	0.005797645	0.000848736	0.000154624	6.35E-05	0.00046239	0.000125766	0.000658269	1.02E-05	0.001040215	4.54E-09	0.000220772	0.005952313	0.000645374	0.000368027	4.80E-05	0	0	0.002339903	0	0	0.003584261	0.002070602	0.01814483	0.000174895	0.001505924	0	0.000279062	0.001013458	0.000158465	5.69E-05	0.000426043	0.000172913	2.60E-05	0.000469191	9.02E-05	0	0.000176895	0.00355229	1.80E-09	0.000186111	9.84E-05	0.000186034	0.00023056	0.00059027	1.07E-12	0.000168407	0.000923906	0.001466033	0	0	0	C>A_at_ACCAA
0.00051905	0	0.000837081	0.004311933	0.000581714	0.000386372	2.31E-05	3.64E-05	8.91E-05	0.003196552	0.000223607	1.74E-05	4.71E-05	0.000520361	0.000111633	0.001011562	0	0	0	8.85E-05	0.000781539	0.000658865	0.001084461	0.000200265	0.000309646	0.000129272	0.00088949	0	0	0.001898129	5.71E-05	0.004335697	0.000732067	0.001549156	0	0	0.002208004	5.68E-06	2.70E-05	0.00014296	0	6.53E-05	0.000168214	1.00E-04	0	0	0.001314138	0.000365433	8.64E-05	0.000138821	8.98E-05	0.000250194	0	0	3.06E-05	0.001451659	0.000262629	0	0	0	C>A_at_ACCAC
0.000701587	0	0.001680524	0.004146986	0.001409555	5.72E-05	3.69E-05	5.16E-05	3.38E-05	0.003391847	0.000534897	3.31E-05	4.98E-05	0.000190666	0.000114939	0.000211547	3.89E-05	0.000196632	0	0.000158788	0.007317792	0	0.00036291	0.000106991	9.62E-05	0.000152048	0.001563708	0	0	0.002189341	0.0005536	0.01977105	0.000414878	0.000897913	0	9.15E-140	0.00084743	7.14E-06	0	6.87E-05	0	0.000141971	5.59E-05	1.96E-05	0.000250116	1.40E-09	0	0.00016639	0	8.91E-05	0.000110032	2.71E-32	0	2.09E-09	5.14E-05	0.000617643	0	4.10E-20	0	0	C>A_at_ACCAG
0.0005878	0	0	0.005871171	0.001492797	7.02E-05	4.44E-05	3.03E-05	0.000459978	0.00481558	0.000468114	0.000225477	6.65E-05	0.000797359	8.96E-05	0.001459144	0.000257843	4.25E-07	0.000130123	8.29E-05	0.000464793	0.001372606	0.001217575	0.000181038	0.000649746	0.000127543	0.000961911	0	0	0.004652223	0.000492895	0.007179623	0.00102931	0.001724889	0	0	0.002844025	0.000131564	0.0001235	0.000528182	0	0.000146761	0.000621898	7.51E-05	0	0	0.001979713	0.001789491	0.000329524	0.000279293	0.000368802	0	0.000458448	0	0.000325073	0.001257976	0	0	0	0	C>A_at_ACCAT
0.000516069	0	0.002984507	0.008153177	0.000613015	0.002853606	1.13E-05	1.61E-06	0.000115364	0.005126682	0.000540798	0.000132203	0.000111893	0.000801996	0.000111085	0.002409968	4.61E-05	6.91E-05	0.000223008	5.10E-05	0.000580282	0.0007904	0.001950123	0	0.001383475	0.000177117	0	0	0.000547741	0.002761905	0.000130022	0.002409058	0.001699246	0.000333117	0	0	0.007159721	4.14E-05	0.000150912	0.00027987	0.001044647	7.89E-05	1.10E-05	9.88E-129	0.000402511	0	0.001803153	0	9.85E-05	0.000829042	0.00047551	6.67E-104	1.60E-82	0	0.000476146	0.003161311	0.004671447	0	0	0	C>A_at_ACCCA
0.000511175	5.43E-05	0.004024776	0.003800875	0.000367434	0.000771213	2.57E-16	5.35E-05	0.000109653	0.002802726	4.97E-05	4.18E-05	2.06E-05	0.000684223	0	0.000637179	1.19E-05	0.000764181	0	9.70E-05	0.000422052	0.000715071	0.000429062	0.000184744	0.000206851	0	1.42E-09	0	0.002530998	0.001030688	9.06E-05	0.001592116	0.000915717	0.00060716	0	0.000463426	0.001651284	4.71E-06	1.79E-05	4.28E-05	0.000673632	0.000145312	5.38E-05	5.52E-96	0.000472826	0	0.001338194	0.000357295	0.000115703	0.000204419	0.000380245	0.000296998	0.000246606	1.05E-17	0.000142025	0.000424491	0.002093994	0	0	0	C>A_at_ACCCC
5.91E-05	7.21E-13	0.000448567	0.00139654	0	0.000327708	1.70E-06	2.46E-05	1.82E-232	0.00040679	4.69E-05	0	2.67E-05	8.83E-05	8.49E-07	0.000205485	2.28E-05	4.59E-05	3.83E-05	6.44E-06	0	0.00022296	0.000198006	1.78E-05	0.000101405	0	0	0	0	0.000200378	0	0.000424769	0.000169704	0.000157155	0	0	0.000247736	2.68E-06	1.01E-05	6.03E-06	0	1.97E-06	0	0	6.93E-10	0.000209411	0.000253278	0.000522514	0	8.66E-06	1.01E-193	0	0	1.98E-05	6.40E-135	0.000170891	0	0	0	0	C>A_at_ACCCG
0.000650475	0	0.004899673	0.005234482	0.000985041	0.000944969	1.69E-05	4.61E-05	0.000312905	0.006389947	0.00018544	6.33E-06	9.96E-05	0.000657185	9.20E-05	0.000971704	7.99E-274	0.000421139	8.71E-09	6.94E-05	0	0.000285759	0.000560431	0.000140636	0.000296927	1.75E-05	0	0	0.00235869	0.00122181	0	0.000977364	0.001219477	0.000935313	0	0	0.002640764	1.25E-05	6.93E-06	0.000104708	0.000284639	0.000151523	7.96E-05	1.74E-05	0	0	0.002172021	0	0	0.00074971	0.000734127	1.77E-05	0	0	9.46E-05	0.001655017	0.00017753	0	0.002525032	0	C>A_at_ACCCT
0.000109642	0	1.10E-05	0.000680938	0.000525714	0.000196162	5.88E-06	1.45E-05	1.67E-11	0.000124047	4.51E-05	1.40E-05	6.64E-06	3.56E-05	0	4.57E-05	9.17E-06	8.67E-09	5.85E-05	3.22E-06	0.000621029	0.000104591	3.91E-05	0	3.93E-05	2.94E-05	0	0	0	0.000310855	0.000231289	0.00153595	9.17E-05	0	0	0	0.000343439	1.68E-05	1.06E-13	3.76E-05	0.000186073	2.99E-05	2.49E-05	0	0	0	0.000194725	0	7.75E-05	0.000176248	7.43E-32	0	0.00015786	0	0	0.000191898	0	0.000618106	0	0	C>A_at_ACCGA
9.19E-05	0	0	0.001145157	0.000427923	0.000415055	1.97E-06	0	4.30E-05	0	0	6.05E-06	1.08E-05	8.80E-05	2.50E-05	0.000101357	2.13E-05	0	4.45E-05	0	0	0	7.88E-05	2.69E-05	0.000130902	0	8.41E-05	0.000168413	0	0.000152982	0.000329557	0.000390198	3.55E-05	0	0	0	0.000327913	6.06E-07	8.87E-07	2.30E-05	0.000177773	2.64E-05	6.09E-06	0	0	0	0	0	4.83E-05	5.06E-05	5.76E-05	0.000132489	0.000216567	6.19E-05	2.18E-05	7.00E-05	3.98E-06	0.003633926	0	0	C>A_at_ACCGC
7.12E-05	0	0	0.000776348	0.000340617	8.98E-05	0	9.26E-06	5.61E-05	9.99E-05	5.02E-06	4.66E-06	3.74E-06	1.91E-05	1.46E-05	0.000114573	3.00E-05	0	0	1.49E-05	0.000316583	0	8.89E-05	0	8.14E-05	0	2.51E-05	0	0	0.000293217	3.56E-05	0.00071937	1.57E-05	0.000129669	0	0.000418263	0.00025449	6.25E-06	5.31E-06	1.23E-05	0	1.59E-05	9.12E-06	1.85E-05	4.69E-05	0	0.00015621	0	0	5.11E-05	3.97E-183	5.79E-238	1.89E-05	5.58E-05	9.37E-06	0.000178453	0.000441284	0	0	0.001247539	C>A_at_ACCGG
9.84E-05	2.72E-05	5.02E-05	0.001513652	0.00056101	0.000514095	7.83E-72	1.59E-05	6.12E-05	0.000189747	5.49E-06	3.15E-05	0	2.22E-05	6.65E-06	0.000233514	4.60E-05	7.45E-05	6.61E-06	0	0.000100262	0.000447589	0.000261403	0	0.00026176	0	0.000175714	0.000252804	0	0.000157599	0.000238962	0.000629598	2.26E-05	0	0	0	0.000619698	1.70E-05	1.47E-05	5.46E-05	0	6.37E-05	1.59E-05	2.06E-05	0	4.49E-05	5.94E-05	0	0.000127912	0.000122215	4.63E-05	7.96E-05	0.000289503	0.000146913	7.11E-05	3.30E-34	0	0	0.00550702	1.94E-41	C>A_at_ACCGT
5.83E-05	0	0	0.0041476	0.000607475	0.001222902	1.53E-145	0	0.000185343	0.00348266	0.000273927	0.000197978	4.46E-05	9.32E-05	4.18E-05	0.006902915	3.19E-05	0	0	5.14E-05	5.64E-05	0.000512495	0.001805932	3.89E-05	0.001059414	0.000160753	0.000501199	0	0.00325937	0.004223249	0.001320887	0.005183494	0.00035989	0.000303686	0	0	0.006813643	0.000240196	0	0.00143572	0.00027741	0.000190296	0.001315213	0	0.000317746	0	0	0.004201253	0.000743452	0.002159719	7.04E-227	0.00024311	3.95E-185	0.000118998	0.000210385	0.00299268	0	0	0.001313354	0	C>A_at_ACCTA
0.000126832	0	0.001477489	0.003599965	0	0.00347027	1.02E-05	7.97E-06	0.000165358	0.003603658	0.000207112	0.0001755	6.57E-05	0.000304961	4.45E-05	0.013902863	0.001180507	0	0	0.000110666	0.001010389	0	0.001928704	0	0.00161784	0	0.000399982	0	0.001274621	0.003232043	6.78E-05	0.004915434	0.000786813	0.001230322	0	0.000367089	0.008190266	0.000324482	0.000213395	0.001367235	0.001543045	0.000191057	0.001436318	2.76E-05	0.000462891	0	0.000284734	0.001823734	0.000656674	0.001155478	0.000242499	4.23E-05	0	0	0.000528385	0.00265487	0	0	0	0	C>A_at_ACCTC
0.000405817	0	0.000326187	0.005676417	0	0.00188065	2.24E-37	7.36E-06	0.000290145	0.003102326	0.000127713	1.74E-265	5.42E-05	0.000412445	3.22E-05	0.014704367	0.001230519	0	0.000233993	4.31E-05	0.002436007	0.000926138	0.002534823	7.28E-06	0.001262838	0.000244242	3.93E-08	0	0.003955073	0.003780129	0.000675096	0.006832155	0.000806399	0.000980363	0	0	0.010543566	0.000139426	4.28E-05	0.000528759	0.000522786	0.000143785	0.00056765	5.92E-05	0	0	0.000335746	0.001161807	0.000619934	0.002611577	0.000115846	0.000208703	0	0.000549122	0.000363569	0.004089642	0.000283248	0	0	0	C>A_at_ACCTG
0.000655974	7.71E-06	0.002808282	0.003597752	0.0009	0.00165652	3.59E-05	6.13E-201	0.00101123	0.009695491	0.00071691	0.000807021	0.000105551	0.000184093	5.31E-05	0.012002253	0.001373597	0	0	0.000157786	0	0.000182254	0.001943539	3.34E-05	0.000686901	0.000279175	0.000807575	0	0.012481901	0.005793074	0.000508923	0.007973999	0.001644221	9.13E-05	0	0	0.007151795	0.000577646	0.00035861	0.002647062	0.0010791	0.000728614	0.002543791	0	0	0	0.000945908	0.003926693	0.001527091	0.00319356	0.000163434	0	0.000691985	0	0.001402774	0.002286773	0.000245722	0	0	0	C>A_at_ACCTT
0.000432915	0.000132777	0	0.003122394	0.003806332	0.000104385	2.34E-05	5.23E-05	8.92E-05	0.003440668	0.001242943	0.000300311	4.17E-05	0.000303984	0	6.78E-05	4.76E-05	0	0.00078614	0.000518469	0.032541527	3.60E-06	0.000321742	0.00020995	0	1.76E-06	0.000947991	1.77E-29	0.001312158	0.00665286	0.000169729	0.001471289	0	0.00034828	0	1.45E-282	0.000356424	0.000178293	0.000228862	0.000377108	0.000671495	1.04E-134	0	2.11E-160	0	0	0	0.002269836	1.56E-05	5.68E-281	0.000263809	9.71E-05	0	0	0.000203816	0.000186391	0.000317133	0	0	0	C>A_at_AGCAA
0.000218864	0	0.000706558	0.002540429	0.001578625	4.04E-05	1.50E-05	3.79E-05	6.82E-05	0.00150774	0.00025332	7.67E-06	1.15E-05	0.000265731	3.09E-05	0.000190113	3.39E-05	0	0	0.000146714	0.007067722	1.11E-10	0.000313225	5.34E-05	0.000190146	8.39E-05	0.000356606	0.000408107	0.000815416	0.002867638	0.000426245	0.000589888	0.00011331	0.000727094	0	0.000280598	0.000120709	2.20E-05	2.46E-05	0.000112065	0	1.42E-05	3.34E-05	1.67E-05	0	0	0.000687017	0.000452735	0	0.000115517	0.000108045	2.87E-132	3.23E-05	0	0.000133655	0	0.000426613	0	0	0	C>A_at_AGCAC
